2020-11-25 00:04:58,682 training args:Namespace(cfg='./cfgs/vqa/base_4x16G_fp32_original.yaml', cudnn_off=False, dist=False, do_test=False, log_dir='./checkpoints/./output/vl-bert/vqa/base_4x16G_fp32_original/train2014+val2014_train/tensorboard_logs', model_dir='./checkpoints', partial_pretrain=None, slurm=False)

2020-11-25 00:04:58,687 training config:{'CHECKPOINT_FREQUENT': 1,
 'DATASET': {'ADD_IMAGE_AS_A_BOX': True,
2020-11-25 05:39:35,598 Epoch[1] Batch [3900]	Speed: 37.79 samples/s ETA: 0 d  9 h 12 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.280 O: 0.036 M: 0.015	Train-SoftAcc=0.614545,	AnsLoss=3.424089,	
2020-11-25 05:40:17,733 Epoch[1] Batch [4000]	Speed: 37.97 samples/s ETA: 0 d  9 h  9 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.278 O: 0.036 M: 0.016	Train-SoftAcc=0.614492,	AnsLoss=3.423641,	
2020-11-25 05:41:00,212 Epoch[1] Batch [4100]	Speed: 37.67 samples/s ETA: 0 d  9 h 13 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.282 O: 0.036 M: 0.016	Train-SoftAcc=0.615134,	AnsLoss=3.420190,	
2020-11-25 05:41:42,834 Epoch[1] Batch [4200]	Speed: 37.54 samples/s ETA: 0 d  9 h 14 m	Data: 0.006 Tran: 0.004 F: 0.082 B: 0.282 O: 0.036 M: 0.016	Train-SoftAcc=0.615548,	AnsLoss=3.417621,	
2020-11-25 05:42:24,563 Epoch[1] Batch [4300]	Speed: 38.34 samples/s ETA: 0 d  9 h  2 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.275 O: 0.036 M: 0.016	Train-SoftAcc=0.615466,	AnsLoss=3.416506,	
2020-11-25 05:43:08,225 Epoch[1] Batch [4400]	Speed: 36.65 samples/s ETA: 0 d  9 h 26 m	Data: 0.006 Tran: 0.004 F: 0.084 B: 0.290 O: 0.036 M: 0.016	Train-SoftAcc=0.615882,	AnsLoss=3.413108,	
2020-11-25 05:43:49,753 Epoch[1] Batch [4500]	Speed: 38.53 samples/s ETA: 0 d  8 h 58 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.274 O: 0.036 M: 0.016	Train-SoftAcc=0.616378,	AnsLoss=3.410720,	
2020-11-25 05:44:32,212 Epoch[1] Batch [4600]	Speed: 37.68 samples/s ETA: 0 d  9 h  9 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.282 O: 0.036 M: 0.016	Train-SoftAcc=0.616029,	AnsLoss=3.410397,	
2020-11-25 05:45:14,404 Epoch[1] Batch [4700]	Speed: 37.92 samples/s ETA: 0 d  9 h  5 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.279 O: 0.036 M: 0.016	Train-SoftAcc=0.616642,	AnsLoss=3.406289,	
2020-11-25 05:45:57,462 Epoch[1] Batch [4800]	Speed: 37.16 samples/s ETA: 0 d  9 h 15 m	Data: 0.006 Tran: 0.004 F: 0.082 B: 0.286 O: 0.036 M: 0.016	Train-SoftAcc=0.616435,	AnsLoss=3.408812,	
2020-11-25 05:46:38,264 Epoch[1] Batch [4900]	Speed: 39.21 samples/s ETA: 0 d  8 h 46 m	Data: 0.006 Tran: 0.003 F: 0.079 B: 0.268 O: 0.036 M: 0.015	Train-SoftAcc=0.616609,	AnsLoss=3.408509,	
2020-11-25 05:47:20,574 Epoch[1] Batch [5000]	Speed: 37.82 samples/s ETA: 0 d  9 h  4 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.280 O: 0.036 M: 0.016	Train-SoftAcc=0.616648,	AnsLoss=3.407618,	
2020-11-25 05:48:02,970 Epoch[1] Batch [5100]	Speed: 37.74 samples/s ETA: 0 d  9 h  5 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.280 O: 0.036 M: 0.015	Train-SoftAcc=0.616936,	AnsLoss=3.406478,	
2020-11-25 05:48:46,108 Epoch[1] Batch [5200]	Speed: 37.09 samples/s ETA: 0 d  9 h 14 m	Data: 0.006 Tran: 0.004 F: 0.082 B: 0.287 O: 0.036 M: 0.016	Train-SoftAcc=0.616614,	AnsLoss=3.406776,	
2020-11-25 05:49:29,044 Epoch[1] Batch [5300]	Speed: 37.27 samples/s ETA: 0 d  9 h 10 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.285 O: 0.036 M: 0.016	Train-SoftAcc=0.616838,	AnsLoss=3.407393,	
2020-11-25 05:50:11,604 Epoch[1] Batch [5400]	Speed: 37.59 samples/s ETA: 0 d  9 h  5 m	Data: 0.006 Tran: 0.004 F: 0.082 B: 0.281 O: 0.036 M: 0.015	Train-SoftAcc=0.616765,	AnsLoss=3.409483,	
2020-11-25 05:50:54,440 Epoch[1] Batch [5500]	Speed: 37.35 samples/s ETA: 0 d  9 h  8 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.284 O: 0.036 M: 0.016	Train-SoftAcc=0.616537,	AnsLoss=3.410546,	
2020-11-25 05:51:36,330 Epoch[1] Batch [5600]	Speed: 38.20 samples/s ETA: 0 d  8 h 55 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.277 O: 0.036 M: 0.016	Train-SoftAcc=0.616451,	AnsLoss=3.409678,	
2020-11-25 05:52:19,362 Epoch[1] Batch [5700]	Speed: 37.18 samples/s ETA: 0 d  9 h  9 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.286 O: 0.036 M: 0.016	Train-SoftAcc=0.616538,	AnsLoss=3.409125,	
2020-11-25 05:53:01,152 Epoch[1] Batch [5800]	Speed: 38.29 samples/s ETA: 0 d  8 h 52 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.276 O: 0.036 M: 0.016	Train-SoftAcc=0.616833,	AnsLoss=3.407979,	
2020-11-25 05:53:42,630 Epoch[1] Batch [5900]	Speed: 38.58 samples/s ETA: 0 d  8 h 47 m	Data: 0.006 Tran: 0.003 F: 0.079 B: 0.274 O: 0.035 M: 0.016	Train-SoftAcc=0.617112,	AnsLoss=3.404839,	
2020-11-25 05:54:25,294 Epoch[1] Batch [6000]	Speed: 37.50 samples/s ETA: 0 d  9 h  2 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.284 O: 0.035 M: 0.016	Train-SoftAcc=0.617638,	AnsLoss=3.402642,	
2020-11-25 05:55:08,088 Epoch[1] Batch [6100]	Speed: 37.39 samples/s ETA: 0 d  9 h  3 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.284 O: 0.036 M: 0.016	Train-SoftAcc=0.617974,	AnsLoss=3.400072,	
2020-11-25 05:55:51,883 Epoch[1] Batch [6200]	Speed: 36.53 samples/s ETA: 0 d  9 h 15 m	Data: 0.006 Tran: 0.004 F: 0.084 B: 0.292 O: 0.036 M: 0.016	Train-SoftAcc=0.618241,	AnsLoss=3.398487,	
2020-11-25 05:56:33,558 Epoch[1] Batch [6300]	Speed: 38.39 samples/s ETA: 0 d  8 h 47 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.275 O: 0.036 M: 0.016	Train-SoftAcc=0.618853,	AnsLoss=3.396298,	
2020-11-25 05:57:15,481 Epoch[1] Batch [6400]	Speed: 38.17 samples/s ETA: 0 d  8 h 50 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.277 O: 0.036 M: 0.016	Train-SoftAcc=0.618757,	AnsLoss=3.397912,	
2020-11-25 05:57:58,231 Epoch[1] Batch [6500]	Speed: 37.43 samples/s ETA: 0 d  8 h 59 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.284 O: 0.035 M: 0.016	Train-SoftAcc=0.618558,	AnsLoss=3.396541,	
2020-11-25 05:58:40,543 Epoch[1] Batch [6600]	Speed: 37.82 samples/s ETA: 0 d  8 h 53 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.280 O: 0.036 M: 0.016	Train-SoftAcc=0.618557,	AnsLoss=3.397180,	
2020-11-25 05:59:23,248 Epoch[1] Batch [6700]	Speed: 37.47 samples/s ETA: 0 d  8 h 57 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.283 O: 0.036 M: 0.016	Train-SoftAcc=0.618486,	AnsLoss=3.396626,	
2020-11-25 06:00:05,957 Epoch[1] Batch [6800]	Speed: 37.46 samples/s ETA: 0 d  8 h 57 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.283 O: 0.036 M: 0.016	Train-SoftAcc=0.618734,	AnsLoss=3.395952,	
2020-11-25 06:00:48,102 Epoch[1] Batch [6900]	Speed: 37.97 samples/s ETA: 0 d  8 h 49 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.279 O: 0.035 M: 0.016	Train-SoftAcc=0.618893,	AnsLoss=3.395272,	
2020-11-25 06:01:29,963 Epoch[1] Batch [7000]	Speed: 38.22 samples/s ETA: 0 d  8 h 45 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.277 O: 0.036 M: 0.016	Train-SoftAcc=0.619048,	AnsLoss=3.392322,	
2020-11-25 06:02:11,075 Epoch[1] Batch [7100]	Speed: 38.92 samples/s ETA: 0 d  8 h 35 m	Data: 0.006 Tran: 0.003 F: 0.079 B: 0.271 O: 0.036 M: 0.016	Train-SoftAcc=0.619452,	AnsLoss=3.389262,	
2020-11-25 06:02:53,620 Epoch[1] Batch [7200]	Speed: 37.61 samples/s ETA: 0 d  8 h 52 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.282 O: 0.036 M: 0.016	Train-SoftAcc=0.619527,	AnsLoss=3.385648,	
2020-11-25 06:03:35,948 Epoch[1] Batch [7300]	Speed: 37.80 samples/s ETA: 0 d  8 h 48 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.280 O: 0.036 M: 0.016	Train-SoftAcc=0.619601,	AnsLoss=3.386439,	
2020-11-25 06:04:19,958 Epoch[1] Batch [7400]	Speed: 36.36 samples/s ETA: 0 d  9 h  9 m	Data: 0.006 Tran: 0.004 F: 0.084 B: 0.294 O: 0.036 M: 0.016	Train-SoftAcc=0.619296,	AnsLoss=3.388855,	
2020-11-25 06:05:02,092 Epoch[1] Batch [7500]	Speed: 37.98 samples/s ETA: 0 d  8 h 45 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.279 O: 0.036 M: 0.016	Train-SoftAcc=0.619390,	AnsLoss=3.387628,	
2020-11-25 06:05:44,547 Epoch[1] Batch [7600]	Speed: 37.69 samples/s ETA: 0 d  8 h 48 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.281 O: 0.036 M: 0.016	Train-SoftAcc=0.619589,	AnsLoss=3.386147,	
2020-11-25 06:06:27,103 Epoch[1] Batch [7700]	Speed: 37.60 samples/s ETA: 0 d  8 h 48 m	Data: 0.006 Tran: 0.004 F: 0.082 B: 0.281 O: 0.037 M: 0.015	Train-SoftAcc=0.619883,	AnsLoss=3.382981,	
2020-11-25 06:07:09,620 Epoch[1] Batch [7800]	Speed: 37.63 samples/s ETA: 0 d  8 h 47 m	Data: 0.006 Tran: 0.004 F: 0.082 B: 0.281 O: 0.036 M: 0.016	Train-SoftAcc=0.620016,	AnsLoss=3.381424,	
2020-11-25 06:07:51,968 Epoch[1] Batch [7900]	Speed: 37.78 samples/s ETA: 0 d  8 h 44 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.280 O: 0.036 M: 0.016	Train-SoftAcc=0.620077,	AnsLoss=3.380159,	
2020-11-25 06:08:34,826 Epoch[1] Batch [8000]	Speed: 37.33 samples/s ETA: 0 d  8 h 50 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.284 O: 0.036 M: 0.016	Train-SoftAcc=0.620072,	AnsLoss=3.379391,	
2020-11-25 06:09:16,948 Epoch[1] Batch [8100]	Speed: 37.99 samples/s ETA: 0 d  8 h 40 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.279 O: 0.036 M: 0.016	Train-SoftAcc=0.620216,	AnsLoss=3.377270,	
2020-11-25 06:10:00,236 Epoch[1] Batch [8200]	Speed: 36.96 samples/s ETA: 0 d  8 h 54 m	Data: 0.006 Tran: 0.004 F: 0.083 B: 0.287 O: 0.037 M: 0.015	Train-SoftAcc=0.620290,	AnsLoss=3.376855,	
2020-11-25 06:10:43,058 Epoch[1] Batch [8300]	Speed: 37.36 samples/s ETA: 0 d  8 h 47 m	Data: 0.006 Tran: 0.004 F: 0.082 B: 0.284 O: 0.036 M: 0.015	Train-SoftAcc=0.620213,	AnsLoss=3.375639,	
2020-11-25 06:11:25,141 Epoch[1] Batch [8400]	Speed: 38.02 samples/s ETA: 0 d  8 h 38 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.278 O: 0.036 M: 0.016	Train-SoftAcc=0.620513,	AnsLoss=3.374018,	
2020-11-25 06:12:09,060 Epoch[1] Batch [8500]	Speed: 36.43 samples/s ETA: 0 d  8 h 59 m	Data: 0.006 Tran: 0.004 F: 0.085 B: 0.292 O: 0.036 M: 0.016	Train-SoftAcc=0.620669,	AnsLoss=3.373971,	
2020-11-25 06:12:50,803 Epoch[1] Batch [8600]	Speed: 38.33 samples/s ETA: 0 d  8 h 32 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.275 O: 0.036 M: 0.016	Train-SoftAcc=0.620854,	AnsLoss=3.373586,	
2020-11-25 06:13:32,632 Epoch[1] Batch [8700]	Speed: 38.25 samples/s ETA: 0 d  8 h 32 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.275 O: 0.036 M: 0.016	Train-SoftAcc=0.621056,	AnsLoss=3.372475,	
2020-11-25 06:14:16,023 Epoch[1] Batch [8800]	Speed: 36.88 samples/s ETA: 0 d  8 h 51 m	Data: 0.006 Tran: 0.004 F: 0.084 B: 0.288 O: 0.036 M: 0.016	Train-SoftAcc=0.621009,	AnsLoss=3.371581,	
2020-11-25 06:14:58,545 Epoch[1] Batch [8900]	Speed: 37.63 samples/s ETA: 0 d  8 h 39 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.281 O: 0.037 M: 0.015	Train-SoftAcc=0.621146,	AnsLoss=3.369256,	
2020-11-25 06:15:40,070 Epoch[1] Batch [9000]	Speed: 38.53 samples/s ETA: 0 d  8 h 27 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.273 O: 0.037 M: 0.015	Train-SoftAcc=0.621431,	AnsLoss=3.369319,	
2020-11-25 06:16:22,858 Epoch[1] Batch [9100]	Speed: 37.39 samples/s ETA: 0 d  8 h 41 m	Data: 0.006 Tran: 0.003 F: 0.083 B: 0.283 O: 0.037 M: 0.015	Train-SoftAcc=0.621675,	AnsLoss=3.368448,	
2020-11-25 06:17:04,037 Epoch[1] Batch [9200]	Speed: 38.86 samples/s ETA: 0 d  8 h 21 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.270 O: 0.037 M: 0.015	Train-SoftAcc=0.621915,	AnsLoss=3.366559,	
2020-11-25 06:17:46,147 Epoch[1] Batch [9300]	Speed: 38.00 samples/s ETA: 0 d  8 h 32 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.278 O: 0.037 M: 0.015	Train-SoftAcc=0.622095,	AnsLoss=3.365854,	
2020-11-25 06:18:29,128 Epoch[1] Batch [9400]	Speed: 37.23 samples/s ETA: 0 d  8 h 41 m	Data: 0.006 Tran: 0.003 F: 0.083 B: 0.285 O: 0.036 M: 0.016	Train-SoftAcc=0.622386,	AnsLoss=3.364904,	
2020-11-25 06:19:12,381 Epoch[1] Batch [9500]	Speed: 36.99 samples/s ETA: 0 d  8 h 44 m	Data: 0.006 Tran: 0.004 F: 0.083 B: 0.287 O: 0.036 M: 0.016	Train-SoftAcc=0.622352,	AnsLoss=3.364702,	
2020-11-25 06:19:54,571 Epoch[1] Batch [9600]	Speed: 37.92 samples/s ETA: 0 d  8 h 30 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.279 O: 0.036 M: 0.016	Train-SoftAcc=0.622763,	AnsLoss=3.362765,	
2020-11-25 06:20:37,574 Epoch[1] Batch [9700]	Speed: 37.21 samples/s ETA: 0 d  8 h 40 m	Data: 0.006 Tran: 0.004 F: 0.083 B: 0.285 O: 0.036 M: 0.016	Train-SoftAcc=0.623109,	AnsLoss=3.360564,	
2020-11-25 06:21:18,281 Epoch[1] Batch [9800]	Speed: 39.31 samples/s ETA: 0 d  8 h 11 m	Data: 0.006 Tran: 0.003 F: 0.078 B: 0.267 O: 0.036 M: 0.016	Train-SoftAcc=0.623212,	AnsLoss=3.359655,	
2020-11-25 06:22:01,537 Epoch[1] Batch [9900]	Speed: 36.99 samples/s ETA: 0 d  8 h 41 m	Data: 0.006 Tran: 0.004 F: 0.083 B: 0.288 O: 0.036 M: 0.016	Train-SoftAcc=0.623490,	AnsLoss=3.358949,	
2020-11-25 06:22:42,847 Epoch[1] Batch [10000]	Speed: 38.73 samples/s ETA: 0 d  8 h 17 m	Data: 0.006 Tran: 0.003 F: 0.079 B: 0.273 O: 0.036 M: 0.016	Train-SoftAcc=0.623626,	AnsLoss=3.357250,	
2020-11-25 06:23:24,593 Epoch[1] Batch [10100]	Speed: 38.33 samples/s ETA: 0 d  8 h 22 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.276 O: 0.036 M: 0.016	Train-SoftAcc=0.623902,	AnsLoss=3.355538,	
2020-11-25 06:24:05,420 Epoch[1] Batch [10200]	Speed: 39.19 samples/s ETA: 0 d  8 h 10 m	Data: 0.006 Tran: 0.003 F: 0.078 B: 0.269 O: 0.035 M: 0.016	Train-SoftAcc=0.624059,	AnsLoss=3.353543,	
2020-11-25 06:24:48,172 Epoch[1] Batch [10300]	Speed: 37.43 samples/s ETA: 0 d  8 h 32 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.284 O: 0.036 M: 0.016	Train-SoftAcc=0.624267,	AnsLoss=3.351882,	
2020-11-25 06:25:29,362 Epoch[1] Batch [10400]	Speed: 38.85 samples/s ETA: 0 d  8 h 13 m	Data: 0.006 Tran: 0.003 F: 0.079 B: 0.271 O: 0.036 M: 0.015	Train-SoftAcc=0.624580,	AnsLoss=3.351105,	
2020-11-25 06:26:11,465 Epoch[1] Batch [10500]	Speed: 38.00 samples/s ETA: 0 d  8 h 23 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.277 O: 0.037 M: 0.016	Train-SoftAcc=0.624531,	AnsLoss=3.350597,	
2020-11-25 06:26:54,865 Epoch[1] Batch [10600]	Speed: 36.87 samples/s ETA: 0 d  8 h 38 m	Data: 0.006 Tran: 0.004 F: 0.083 B: 0.288 O: 0.037 M: 0.015	Train-SoftAcc=0.624746,	AnsLoss=3.350000,	
2020-11-25 06:27:37,661 Epoch[1] Batch [10700]	Speed: 37.39 samples/s ETA: 0 d  8 h 30 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.284 O: 0.036 M: 0.016	Train-SoftAcc=0.624886,	AnsLoss=3.348507,	
2020-11-25 06:28:19,510 Epoch[1] Batch [10800]	Speed: 38.23 samples/s ETA: 0 d  8 h 18 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.277 O: 0.035 M: 0.016	Train-SoftAcc=0.625040,	AnsLoss=3.348357,	
2020-11-25 06:29:00,593 Epoch[1] Batch [10900]	Speed: 38.95 samples/s ETA: 0 d  8 h  8 m	Data: 0.006 Tran: 0.003 F: 0.079 B: 0.270 O: 0.036 M: 0.016	Train-SoftAcc=0.625137,	AnsLoss=3.347551,	
2020-11-25 06:29:43,557 Epoch[1] Batch [11000]	Speed: 37.24 samples/s ETA: 0 d  8 h 30 m	Data: 0.006 Tran: 0.004 F: 0.082 B: 0.285 O: 0.036 M: 0.016	Train-SoftAcc=0.625247,	AnsLoss=3.345887,	
2020-11-25 06:30:27,013 Epoch[1] Batch [11100]	Speed: 36.82 samples/s ETA: 0 d  8 h 35 m	Data: 0.006 Tran: 0.004 F: 0.083 B: 0.289 O: 0.036 M: 0.016	Train-SoftAcc=0.625529,	AnsLoss=3.344167,	
2020-11-25 06:31:09,234 Epoch[1] Batch [11200]	Speed: 37.90 samples/s ETA: 0 d  8 h 20 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.279 O: 0.036 M: 0.015	Train-SoftAcc=0.625491,	AnsLoss=3.344490,	
2020-11-25 06:31:52,351 Epoch[1] Batch [11300]	Speed: 37.11 samples/s ETA: 0 d  8 h 29 m	Data: 0.006 Tran: 0.004 F: 0.083 B: 0.286 O: 0.036 M: 0.016	Train-SoftAcc=0.625670,	AnsLoss=3.343977,	
2020-11-25 06:32:34,973 Epoch[1] Batch [11400]	Speed: 37.54 samples/s ETA: 0 d  8 h 23 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.282 O: 0.036 M: 0.016	Train-SoftAcc=0.626027,	AnsLoss=3.342720,	
2020-11-25 06:33:17,203 Epoch[1] Batch [11500]	Speed: 37.89 samples/s ETA: 0 d  8 h 18 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.279 O: 0.036 M: 0.016	Train-SoftAcc=0.626210,	AnsLoss=3.341330,	
2020-11-25 06:33:59,188 Epoch[1] Batch [11600]	Speed: 38.11 samples/s ETA: 0 d  8 h 14 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.276 O: 0.037 M: 0.015	Train-SoftAcc=0.626349,	AnsLoss=3.338244,	
2020-11-25 06:34:42,145 Epoch[1] Batch [11700]	Speed: 37.25 samples/s ETA: 0 d  8 h 25 m	Data: 0.006 Tran: 0.004 F: 0.082 B: 0.285 O: 0.036 M: 0.016	Train-SoftAcc=0.626173,	AnsLoss=3.339032,	
2020-11-25 06:35:24,278 Epoch[1] Batch [11800]	Speed: 37.98 samples/s ETA: 0 d  8 h 14 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.278 O: 0.036 M: 0.016	Train-SoftAcc=0.626311,	AnsLoss=3.338616,	
2020-11-25 06:36:06,948 Epoch[1] Batch [11900]	Speed: 37.50 samples/s ETA: 0 d  8 h 20 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.283 O: 0.036 M: 0.016	Train-SoftAcc=0.626431,	AnsLoss=3.338032,	
2020-11-25 06:36:50,199 Epoch[1] Batch [12000]	Speed: 36.99 samples/s ETA: 0 d  8 h 26 m	Data: 0.006 Tran: 0.004 F: 0.083 B: 0.287 O: 0.036 M: 0.016	Train-SoftAcc=0.626391,	AnsLoss=3.338313,	
2020-11-25 06:37:32,172 Epoch[1] Batch [12100]	Speed: 38.12 samples/s ETA: 0 d  8 h 10 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.277 O: 0.036 M: 0.016	Train-SoftAcc=0.626561,	AnsLoss=3.337057,	
2020-11-25 06:38:14,456 Epoch[1] Batch [12200]	Speed: 37.84 samples/s ETA: 0 d  8 h 13 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.280 O: 0.036 M: 0.016	Train-SoftAcc=0.626566,	AnsLoss=3.336502,	
2020-11-25 06:38:56,602 Epoch[1] Batch [12300]	Speed: 37.96 samples/s ETA: 0 d  8 h 11 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.279 O: 0.036 M: 0.016	Train-SoftAcc=0.626674,	AnsLoss=3.336006,	
2020-11-25 06:39:37,400 Epoch[1] Batch [12400]	Speed: 39.22 samples/s ETA: 0 d  7 h 55 m	Data: 0.006 Tran: 0.003 F: 0.078 B: 0.267 O: 0.037 M: 0.015	Train-SoftAcc=0.626797,	AnsLoss=3.336053,	
2020-11-25 06:40:20,615 Epoch[1] Batch [12500]	Speed: 37.03 samples/s ETA: 0 d  8 h 22 m	Data: 0.006 Tran: 0.004 F: 0.083 B: 0.287 O: 0.036 M: 0.016	Train-SoftAcc=0.626967,	AnsLoss=3.334254,	
2020-11-25 06:41:03,788 Epoch[1] Batch [12600]	Speed: 37.06 samples/s ETA: 0 d  8 h 21 m	Data: 0.006 Tran: 0.004 F: 0.083 B: 0.287 O: 0.036 M: 0.016	Train-SoftAcc=0.627003,	AnsLoss=3.332982,	
2020-11-25 06:41:45,001 Epoch[1] Batch [12700]	Speed: 38.82 samples/s ETA: 0 d  7 h 57 m	Data: 0.006 Tran: 0.003 F: 0.079 B: 0.272 O: 0.035 M: 0.016	Train-SoftAcc=0.627185,	AnsLoss=3.331695,	
2020-11-25 06:42:27,641 Epoch[1] Batch [12800]	Speed: 37.52 samples/s ETA: 0 d  8 h 13 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.282 O: 0.036 M: 0.016	Train-SoftAcc=0.627235,	AnsLoss=3.331812,	
2020-11-25 06:43:09,289 Epoch[1] Batch [12900]	Speed: 38.42 samples/s ETA: 0 d  8 h  1 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.275 O: 0.036 M: 0.016	Train-SoftAcc=0.627306,	AnsLoss=3.331560,	
2020-11-25 06:43:51,130 Epoch[1] Batch [13000]	Speed: 38.24 samples/s ETA: 0 d  8 h  2 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.276 O: 0.036 M: 0.016	Train-SoftAcc=0.627261,	AnsLoss=3.332704,	
2020-11-25 06:44:35,127 Epoch[1] Batch [13100]	Speed: 36.37 samples/s ETA: 0 d  8 h 27 m	Data: 0.006 Tran: 0.004 F: 0.084 B: 0.294 O: 0.036 M: 0.016	Train-SoftAcc=0.627409,	AnsLoss=3.331701,	
2020-11-25 06:45:16,993 Epoch[1] Batch [13200]	Speed: 38.22 samples/s ETA: 0 d  8 h  1 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.276 O: 0.036 M: 0.016	Train-SoftAcc=0.627501,	AnsLoss=3.329468,	
2020-11-25 06:45:59,097 Epoch[1] Batch [13300]	Speed: 38.00 samples/s ETA: 0 d  8 h  3 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.279 O: 0.036 M: 0.016	Train-SoftAcc=0.627530,	AnsLoss=3.328986,	
2020-11-25 06:46:42,731 Epoch[1] Batch [13400]	Speed: 36.67 samples/s ETA: 0 d  8 h 20 m	Data: 0.006 Tran: 0.004 F: 0.083 B: 0.291 O: 0.035 M: 0.016	Train-SoftAcc=0.627659,	AnsLoss=3.328317,	
2020-11-25 06:47:23,747 Epoch[1] Batch [13500]	Speed: 39.01 samples/s ETA: 0 d  7 h 50 m	Data: 0.006 Tran: 0.003 F: 0.078 B: 0.270 O: 0.035 M: 0.016	Train-SoftAcc=0.627808,	AnsLoss=3.326803,	
2020-11-25 06:48:07,160 Epoch[1] Batch [13600]	Speed: 36.86 samples/s ETA: 0 d  8 h 16 m	Data: 0.007 Tran: 0.003 F: 0.083 B: 0.289 O: 0.035 M: 0.016	Train-SoftAcc=0.627686,	AnsLoss=3.328267,	
2020-11-25 06:48:49,103 Epoch[1] Batch [13700]	Speed: 38.15 samples/s ETA: 0 d  7 h 59 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.277 O: 0.036 M: 0.016	Train-SoftAcc=0.627893,	AnsLoss=3.328670,	
2020-11-25 06:49:31,399 Epoch[1] Batch [13800]	Speed: 37.83 samples/s ETA: 0 d  8 h  2 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.280 O: 0.036 M: 0.016	Train-SoftAcc=0.627916,	AnsLoss=3.329297,	
2020-11-25 06:50:14,588 Epoch[1] Batch [13900]	Speed: 37.05 samples/s ETA: 0 d  8 h 12 m	Data: 0.006 Tran: 0.004 F: 0.083 B: 0.287 O: 0.036 M: 0.016	Train-SoftAcc=0.628125,	AnsLoss=3.327244,	
