2020-11-17 12:51:55,524 training args:Namespace(cfg='./cfgs/vqa/base_4x16G_fp32.yaml', cudnn_off=False, dist=False, do_test=False, log_dir='./checkpoints/output/vl-bert/vqa/base_4x16G_fp32/train2014+val2014_train/tensorboard_logs', model_dir='', partial_pretrain=None, slurm=False)

2020-11-17 12:51:55,529 training config:{'CHECKPOINT_FREQUENT': 1,
 'DATASET': {'ADD_IMAGE_AS_A_BOX': True,
2020-11-17 13:18:27,859 Epoch[3] Batch [3000]	Speed: 63.51 samples/s ETA: 0 d  5 h 20 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.414 O: 0.040 M: 0.013	Train-SoftAcc=0.695350,	AnsLoss=2.869640,	
2020-11-17 13:19:17,933 Epoch[3] Batch [3100]	Speed: 63.91 samples/s ETA: 0 d  5 h 17 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.411 O: 0.040 M: 0.014	Train-SoftAcc=0.695308,	AnsLoss=2.866935,	
2020-11-17 13:20:07,230 Epoch[3] Batch [3200]	Speed: 64.91 samples/s ETA: 0 d  5 h 11 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.403 O: 0.040 M: 0.013	Train-SoftAcc=0.695603,	AnsLoss=2.864340,	
2020-11-17 13:20:57,587 Epoch[3] Batch [3300]	Speed: 63.55 samples/s ETA: 0 d  5 h 17 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.413 O: 0.040 M: 0.014	Train-SoftAcc=0.695982,	AnsLoss=2.861742,	
2020-11-17 13:21:47,059 Epoch[3] Batch [3400]	Speed: 64.68 samples/s ETA: 0 d  5 h 11 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.405 O: 0.040 M: 0.014	Train-SoftAcc=0.696086,	AnsLoss=2.864287,	
2020-11-17 13:22:36,896 Epoch[3] Batch [3500]	Speed: 64.21 samples/s ETA: 0 d  5 h 12 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.408 O: 0.040 M: 0.014	Train-SoftAcc=0.695963,	AnsLoss=2.862737,	
2020-11-17 13:23:27,016 Epoch[3] Batch [3600]	Speed: 63.85 samples/s ETA: 0 d  5 h 13 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.411 O: 0.040 M: 0.014	Train-SoftAcc=0.696197,	AnsLoss=2.861839,	
2020-11-17 13:24:16,316 Epoch[3] Batch [3700]	Speed: 64.91 samples/s ETA: 0 d  5 h  7 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.403 O: 0.040 M: 0.013	Train-SoftAcc=0.696384,	AnsLoss=2.859562,	
2020-11-17 13:25:06,713 Epoch[3] Batch [3800]	Speed: 63.50 samples/s ETA: 0 d  5 h 13 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.414 O: 0.040 M: 0.014	Train-SoftAcc=0.696655,	AnsLoss=2.858100,	
2020-11-17 13:25:56,855 Epoch[3] Batch [3900]	Speed: 63.82 samples/s ETA: 0 d  5 h 11 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.411 O: 0.040 M: 0.013	Train-SoftAcc=0.697065,	AnsLoss=2.857683,	
2020-11-17 13:26:46,637 Epoch[3] Batch [4000]	Speed: 64.28 samples/s ETA: 0 d  5 h  8 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.408 O: 0.040 M: 0.014	Train-SoftAcc=0.697337,	AnsLoss=2.856475,	
2020-11-17 13:27:36,681 Epoch[3] Batch [4100]	Speed: 63.95 samples/s ETA: 0 d  5 h  8 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.410 O: 0.040 M: 0.014	Train-SoftAcc=0.697824,	AnsLoss=2.855249,	
2020-11-17 13:28:26,670 Epoch[3] Batch [4200]	Speed: 64.02 samples/s ETA: 0 d  5 h  7 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.410 O: 0.040 M: 0.013	Train-SoftAcc=0.698136,	AnsLoss=2.852252,	
2020-11-17 13:29:15,691 Epoch[3] Batch [4300]	Speed: 65.28 samples/s ETA: 0 d  5 h  0 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.400 O: 0.040 M: 0.014	Train-SoftAcc=0.698044,	AnsLoss=2.852675,	
2020-11-17 13:30:04,782 Epoch[3] Batch [4400]	Speed: 65.19 samples/s ETA: 0 d  5 h  0 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.401 O: 0.040 M: 0.014	Train-SoftAcc=0.698219,	AnsLoss=2.851249,	
2020-11-17 13:30:54,367 Epoch[3] Batch [4500]	Speed: 64.54 samples/s ETA: 0 d  5 h  2 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.405 O: 0.041 M: 0.013	Train-SoftAcc=0.698142,	AnsLoss=2.850794,	
2020-11-17 13:31:44,039 Epoch[3] Batch [4600]	Speed: 64.42 samples/s ETA: 0 d  5 h  2 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.407 O: 0.040 M: 0.014	Train-SoftAcc=0.698412,	AnsLoss=2.851129,	
2020-11-17 13:32:33,616 Epoch[3] Batch [4700]	Speed: 64.55 samples/s ETA: 0 d  5 h  1 m	Data: 0.005 Tran: 0.004 F: 0.026 B: 0.406 O: 0.039 M: 0.014	Train-SoftAcc=0.698734,	AnsLoss=2.850398,	
2020-11-17 13:33:23,466 Epoch[3] Batch [4800]	Speed: 64.19 samples/s ETA: 0 d  5 h  1 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.408 O: 0.040 M: 0.014	Train-SoftAcc=0.698858,	AnsLoss=2.848817,	
2020-11-17 13:34:12,543 Epoch[3] Batch [4900]	Speed: 65.20 samples/s ETA: 0 d  4 h 56 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.401 O: 0.040 M: 0.013	Train-SoftAcc=0.699147,	AnsLoss=2.846350,	
2020-11-17 13:35:02,365 Epoch[3] Batch [5000]	Speed: 64.23 samples/s ETA: 0 d  5 h  0 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.407 O: 0.040 M: 0.013	Train-SoftAcc=0.699288,	AnsLoss=2.846063,	
2020-11-17 13:35:52,443 Epoch[3] Batch [5100]	Speed: 63.90 samples/s ETA: 0 d  5 h  0 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.411 O: 0.040 M: 0.014	Train-SoftAcc=0.699451,	AnsLoss=2.843956,	
2020-11-17 13:36:42,248 Epoch[3] Batch [5200]	Speed: 64.25 samples/s ETA: 0 d  4 h 58 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.408 O: 0.040 M: 0.014	Train-SoftAcc=0.699718,	AnsLoss=2.844045,	
2020-11-17 13:37:32,743 Epoch[3] Batch [5300]	Speed: 63.37 samples/s ETA: 0 d  5 h  1 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.415 O: 0.040 M: 0.013	Train-SoftAcc=0.699910,	AnsLoss=2.840666,	
2020-11-17 13:38:22,067 Epoch[3] Batch [5400]	Speed: 64.88 samples/s ETA: 0 d  4 h 53 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.403 O: 0.040 M: 0.014	Train-SoftAcc=0.700407,	AnsLoss=2.837474,	
2020-11-17 13:39:11,601 Epoch[3] Batch [5500]	Speed: 64.60 samples/s ETA: 0 d  4 h 54 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.405 O: 0.040 M: 0.013	Train-SoftAcc=0.700665,	AnsLoss=2.835659,	
2020-11-17 13:40:01,150 Epoch[3] Batch [5600]	Speed: 64.58 samples/s ETA: 0 d  4 h 53 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.405 O: 0.040 M: 0.014	Train-SoftAcc=0.700825,	AnsLoss=2.833670,	
2020-11-17 13:40:51,010 Epoch[3] Batch [5700]	Speed: 64.18 samples/s ETA: 0 d  4 h 54 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.408 O: 0.040 M: 0.014	Train-SoftAcc=0.701006,	AnsLoss=2.832493,	
2020-11-17 13:41:40,343 Epoch[3] Batch [5800]	Speed: 64.87 samples/s ETA: 0 d  4 h 50 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.403 O: 0.040 M: 0.014	Train-SoftAcc=0.701088,	AnsLoss=2.832137,	
2020-11-17 13:42:29,529 Epoch[3] Batch [5900]	Speed: 65.06 samples/s ETA: 0 d  4 h 48 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.402 O: 0.040 M: 0.014	Train-SoftAcc=0.701097,	AnsLoss=2.832565,	
2020-11-17 13:43:19,739 Epoch[3] Batch [6000]	Speed: 63.73 samples/s ETA: 0 d  4 h 53 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.412 O: 0.039 M: 0.014	Train-SoftAcc=0.701208,	AnsLoss=2.830437,	
2020-11-17 13:44:09,273 Epoch[3] Batch [6100]	Speed: 64.60 samples/s ETA: 0 d  4 h 49 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.405 O: 0.040 M: 0.014	Train-SoftAcc=0.701366,	AnsLoss=2.829901,	
2020-11-17 13:44:58,679 Epoch[3] Batch [6200]	Speed: 64.77 samples/s ETA: 0 d  4 h 47 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.404 O: 0.040 M: 0.014	Train-SoftAcc=0.701348,	AnsLoss=2.830534,	
2020-11-17 13:45:48,305 Epoch[3] Batch [6300]	Speed: 64.48 samples/s ETA: 0 d  4 h 48 m	Data: 0.005 Tran: 0.004 F: 0.026 B: 0.407 O: 0.039 M: 0.014	Train-SoftAcc=0.701648,	AnsLoss=2.829592,	
2020-11-17 13:46:38,198 Epoch[3] Batch [6400]	Speed: 64.14 samples/s ETA: 0 d  4 h 48 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.408 O: 0.040 M: 0.014	Train-SoftAcc=0.701707,	AnsLoss=2.828645,	
2020-11-17 13:47:27,845 Epoch[3] Batch [6500]	Speed: 64.46 samples/s ETA: 0 d  4 h 46 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.406 O: 0.039 M: 0.014	Train-SoftAcc=0.701937,	AnsLoss=2.827794,	
2020-11-17 13:48:17,301 Epoch[3] Batch [6600]	Speed: 64.70 samples/s ETA: 0 d  4 h 44 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.404 O: 0.040 M: 0.014	Train-SoftAcc=0.702250,	AnsLoss=2.826068,	
2020-11-17 13:49:06,961 Epoch[3] Batch [6700]	Speed: 64.44 samples/s ETA: 0 d  4 h 44 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.406 O: 0.040 M: 0.014	Train-SoftAcc=0.702207,	AnsLoss=2.825738,	
2020-11-17 13:49:56,708 Epoch[3] Batch [6800]	Speed: 64.33 samples/s ETA: 0 d  4 h 44 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.408 O: 0.039 M: 0.014	Train-SoftAcc=0.702332,	AnsLoss=2.823459,	
2020-11-17 13:50:45,851 Epoch[3] Batch [6900]	Speed: 65.12 samples/s ETA: 0 d  4 h 40 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.401 O: 0.040 M: 0.014	Train-SoftAcc=0.702475,	AnsLoss=2.823059,	
2020-11-17 13:51:35,129 Epoch[3] Batch [7000]	Speed: 64.94 samples/s ETA: 0 d  4 h 40 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.403 O: 0.039 M: 0.014	Train-SoftAcc=0.702419,	AnsLoss=2.822291,	
2020-11-17 13:52:24,563 Epoch[3] Batch [7100]	Speed: 64.73 samples/s ETA: 0 d  4 h 40 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.404 O: 0.040 M: 0.013	Train-SoftAcc=0.702893,	AnsLoss=2.820329,	
2020-11-17 13:53:14,847 Epoch[3] Batch [7200]	Speed: 63.64 samples/s ETA: 0 d  4 h 44 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.412 O: 0.040 M: 0.013	Train-SoftAcc=0.703193,	AnsLoss=2.819687,	
2020-11-17 13:54:03,797 Epoch[3] Batch [7300]	Speed: 65.37 samples/s ETA: 0 d  4 h 36 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.399 O: 0.040 M: 0.014	Train-SoftAcc=0.703396,	AnsLoss=2.818857,	
2020-11-17 13:54:52,741 Epoch[3] Batch [7400]	Speed: 65.38 samples/s ETA: 0 d  4 h 35 m	Data: 0.005 Tran: 0.004 F: 0.026 B: 0.400 O: 0.039 M: 0.014	Train-SoftAcc=0.703571,	AnsLoss=2.817494,	
2020-11-17 13:55:42,202 Epoch[3] Batch [7500]	Speed: 64.70 samples/s ETA: 0 d  4 h 37 m	Data: 0.005 Tran: 0.004 F: 0.026 B: 0.405 O: 0.040 M: 0.014	Train-SoftAcc=0.703569,	AnsLoss=2.817083,	
2020-11-17 13:56:31,227 Epoch[3] Batch [7600]	Speed: 65.27 samples/s ETA: 0 d  4 h 33 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.399 O: 0.040 M: 0.013	Train-SoftAcc=0.703688,	AnsLoss=2.816910,	
2020-11-17 13:57:20,413 Epoch[3] Batch [7700]	Speed: 65.06 samples/s ETA: 0 d  4 h 34 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.401 O: 0.040 M: 0.013	Train-SoftAcc=0.703743,	AnsLoss=2.816795,	
2020-11-17 13:58:09,640 Epoch[3] Batch [7800]	Speed: 65.01 samples/s ETA: 0 d  4 h 33 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.402 O: 0.040 M: 0.013	Train-SoftAcc=0.703821,	AnsLoss=2.816391,	
2020-11-17 13:58:58,978 Epoch[3] Batch [7900]	Speed: 64.86 samples/s ETA: 0 d  4 h 33 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.403 O: 0.040 M: 0.014	Train-SoftAcc=0.704119,	AnsLoss=2.814457,	
2020-11-17 13:59:47,782 Epoch[3] Batch [8000]	Speed: 65.57 samples/s ETA: 0 d  4 h 29 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.398 O: 0.040 M: 0.014	Train-SoftAcc=0.704320,	AnsLoss=2.812788,	
2020-11-17 14:00:37,892 Epoch[3] Batch [8100]	Speed: 63.86 samples/s ETA: 0 d  4 h 35 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.411 O: 0.040 M: 0.014	Train-SoftAcc=0.704459,	AnsLoss=2.811804,	
2020-11-17 14:01:27,370 Epoch[3] Batch [8200]	Speed: 64.68 samples/s ETA: 0 d  4 h 31 m	Data: 0.005 Tran: 0.004 F: 0.026 B: 0.405 O: 0.040 M: 0.014	Train-SoftAcc=0.704556,	AnsLoss=2.811229,	
2020-11-17 14:02:16,886 Epoch[3] Batch [8300]	Speed: 64.63 samples/s ETA: 0 d  4 h 30 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.405 O: 0.039 M: 0.014	Train-SoftAcc=0.704596,	AnsLoss=2.810377,	
2020-11-17 14:03:06,988 Epoch[3] Batch [8400]	Speed: 63.87 samples/s ETA: 0 d  4 h 33 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.411 O: 0.039 M: 0.014	Train-SoftAcc=0.704605,	AnsLoss=2.810233,	
2020-11-17 14:03:57,116 Epoch[3] Batch [8500]	Speed: 63.84 samples/s ETA: 0 d  4 h 32 m	Data: 0.005 Tran: 0.004 F: 0.028 B: 0.410 O: 0.040 M: 0.013	Train-SoftAcc=0.704671,	AnsLoss=2.809826,	
2020-11-17 14:04:47,349 Epoch[3] Batch [8600]	Speed: 63.70 samples/s ETA: 0 d  4 h 32 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.412 O: 0.040 M: 0.013	Train-SoftAcc=0.704761,	AnsLoss=2.809713,	
2020-11-17 14:05:38,066 Epoch[3] Batch [8700]	Speed: 63.10 samples/s ETA: 0 d  4 h 34 m	Data: 0.005 Tran: 0.005 F: 0.028 B: 0.416 O: 0.040 M: 0.013	Train-SoftAcc=0.704809,	AnsLoss=2.809761,	
2020-11-17 14:06:27,603 Epoch[3] Batch [8800]	Speed: 64.60 samples/s ETA: 0 d  4 h 26 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.405 O: 0.040 M: 0.014	Train-SoftAcc=0.705078,	AnsLoss=2.808177,	
2020-11-17 14:07:17,224 Epoch[3] Batch [8900]	Speed: 64.49 samples/s ETA: 0 d  4 h 26 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.406 O: 0.040 M: 0.013	Train-SoftAcc=0.705211,	AnsLoss=2.807276,	
2020-11-17 14:08:06,909 Epoch[3] Batch [9000]	Speed: 64.41 samples/s ETA: 0 d  4 h 26 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.407 O: 0.040 M: 0.014	Train-SoftAcc=0.705349,	AnsLoss=2.806397,	
2020-11-17 14:08:56,119 Epoch[3] Batch [9100]	Speed: 65.03 samples/s ETA: 0 d  4 h 22 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.401 O: 0.040 M: 0.013	Train-SoftAcc=0.705597,	AnsLoss=2.805004,	
2020-11-17 14:09:46,004 Epoch[3] Batch [9200]	Speed: 64.15 samples/s ETA: 0 d  4 h 25 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.408 O: 0.040 M: 0.013	Train-SoftAcc=0.705640,	AnsLoss=2.804959,	
2020-11-17 14:10:35,973 Epoch[3] Batch [9300]	Speed: 64.04 samples/s ETA: 0 d  4 h 25 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.409 O: 0.040 M: 0.014	Train-SoftAcc=0.705869,	AnsLoss=2.804177,	
2020-11-17 14:11:25,826 Epoch[3] Batch [9400]	Speed: 64.26 samples/s ETA: 0 d  4 h 23 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.408 O: 0.040 M: 0.014	Train-SoftAcc=0.705966,	AnsLoss=2.803679,	
2020-11-17 14:12:15,339 Epoch[3] Batch [9500]	Speed: 64.63 samples/s ETA: 0 d  4 h 21 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.405 O: 0.040 M: 0.014	Train-SoftAcc=0.706098,	AnsLoss=2.802975,	
2020-11-17 14:13:04,372 Epoch[3] Batch [9600]	Speed: 65.26 samples/s ETA: 0 d  4 h 17 m	Data: 0.005 Tran: 0.004 F: 0.026 B: 0.400 O: 0.040 M: 0.014	Train-SoftAcc=0.706162,	AnsLoss=2.802804,	
2020-11-17 14:13:52,927 Epoch[3] Batch [9700]	Speed: 65.91 samples/s ETA: 0 d  4 h 14 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.396 O: 0.039 M: 0.014	Train-SoftAcc=0.706308,	AnsLoss=2.801650,	
2020-11-17 14:14:42,394 Epoch[3] Batch [9800]	Speed: 64.69 samples/s ETA: 0 d  4 h 18 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.404 O: 0.040 M: 0.014	Train-SoftAcc=0.706402,	AnsLoss=2.801224,	
2020-11-17 14:15:31,931 Epoch[3] Batch [9900]	Speed: 64.60 samples/s ETA: 0 d  4 h 17 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.405 O: 0.040 M: 0.013	Train-SoftAcc=0.706473,	AnsLoss=2.800755,	
2020-11-17 14:16:21,070 Epoch[3] Batch [10000]	Speed: 65.12 samples/s ETA: 0 d  4 h 14 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.402 O: 0.040 M: 0.014	Train-SoftAcc=0.706632,	AnsLoss=2.799514,	
2020-11-17 14:17:11,127 Epoch[3] Batch [10100]	Speed: 63.93 samples/s ETA: 0 d  4 h 18 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.411 O: 0.040 M: 0.013	Train-SoftAcc=0.706789,	AnsLoss=2.798677,	
2020-11-17 14:18:00,193 Epoch[3] Batch [10200]	Speed: 65.22 samples/s ETA: 0 d  4 h 12 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.400 O: 0.040 M: 0.014	Train-SoftAcc=0.706838,	AnsLoss=2.797952,	
2020-11-17 14:18:50,079 Epoch[3] Batch [10300]	Speed: 64.15 samples/s ETA: 0 d  4 h 16 m	Data: 0.005 Tran: 0.004 F: 0.026 B: 0.409 O: 0.039 M: 0.014	Train-SoftAcc=0.707066,	AnsLoss=2.796093,	
2020-11-17 14:19:40,441 Epoch[3] Batch [10400]	Speed: 63.54 samples/s ETA: 0 d  4 h 17 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.414 O: 0.040 M: 0.014	Train-SoftAcc=0.707135,	AnsLoss=2.795316,	
2020-11-17 14:20:29,754 Epoch[3] Batch [10500]	Speed: 64.89 samples/s ETA: 0 d  4 h 11 m	Data: 0.005 Tran: 0.004 F: 0.028 B: 0.402 O: 0.040 M: 0.013	Train-SoftAcc=0.707400,	AnsLoss=2.793580,	
2020-11-17 14:21:19,845 Epoch[3] Batch [10600]	Speed: 63.89 samples/s ETA: 0 d  4 h 14 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.410 O: 0.040 M: 0.013	Train-SoftAcc=0.707528,	AnsLoss=2.792913,	
2020-11-17 14:22:09,843 Epoch[3] Batch [10700]	Speed: 64.00 samples/s ETA: 0 d  4 h 13 m	Data: 0.005 Tran: 0.004 F: 0.026 B: 0.410 O: 0.039 M: 0.014	Train-SoftAcc=0.707584,	AnsLoss=2.792104,	
2020-11-17 14:23:00,142 Epoch[3] Batch [10800]	Speed: 63.62 samples/s ETA: 0 d  4 h 14 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.413 O: 0.040 M: 0.014	Train-SoftAcc=0.707901,	AnsLoss=2.789384,	
2020-11-17 14:23:49,917 Epoch[3] Batch [10900]	Speed: 64.29 samples/s ETA: 0 d  4 h 10 m	Data: 0.005 Tran: 0.004 F: 0.028 B: 0.407 O: 0.040 M: 0.013	Train-SoftAcc=0.708083,	AnsLoss=2.788825,	
2020-11-17 14:24:40,233 Epoch[3] Batch [11000]	Speed: 63.60 samples/s ETA: 0 d  4 h 12 m	Data: 0.005 Tran: 0.004 F: 0.026 B: 0.413 O: 0.039 M: 0.014	Train-SoftAcc=0.708221,	AnsLoss=2.787657,	
2020-11-17 14:25:31,005 Epoch[3] Batch [11100]	Speed: 63.03 samples/s ETA: 0 d  4 h 14 m	Data: 0.005 Tran: 0.004 F: 0.034 B: 0.411 O: 0.040 M: 0.014	Train-SoftAcc=0.708289,	AnsLoss=2.787140,	
2020-11-17 14:26:20,792 Epoch[3] Batch [11200]	Speed: 64.27 samples/s ETA: 0 d  4 h  8 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.408 O: 0.040 M: 0.014	Train-SoftAcc=0.708473,	AnsLoss=2.785669,	
2020-11-17 14:27:10,580 Epoch[3] Batch [11300]	Speed: 64.27 samples/s ETA: 0 d  4 h  7 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.407 O: 0.040 M: 0.013	Train-SoftAcc=0.708491,	AnsLoss=2.785090,	
2020-11-17 14:27:59,924 Epoch[3] Batch [11400]	Speed: 64.85 samples/s ETA: 0 d  4 h  4 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.404 O: 0.040 M: 0.014	Train-SoftAcc=0.708636,	AnsLoss=2.783652,	
2020-11-17 14:28:49,474 Epoch[3] Batch [11500]	Speed: 64.58 samples/s ETA: 0 d  4 h  4 m	Data: 0.005 Tran: 0.004 F: 0.028 B: 0.404 O: 0.040 M: 0.013	Train-SoftAcc=0.708602,	AnsLoss=2.783843,	
2020-11-17 14:29:39,036 Epoch[3] Batch [11600]	Speed: 64.57 samples/s ETA: 0 d  4 h  3 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.406 O: 0.040 M: 0.014	Train-SoftAcc=0.708605,	AnsLoss=2.783745,	
2020-11-17 14:30:28,613 Epoch[3] Batch [11700]	Speed: 64.55 samples/s ETA: 0 d  4 h  3 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.405 O: 0.040 M: 0.014	Train-SoftAcc=0.708763,	AnsLoss=2.782987,	
2020-11-17 14:31:18,447 Epoch[3] Batch [11800]	Speed: 64.21 samples/s ETA: 0 d  4 h  3 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.408 O: 0.040 M: 0.014	Train-SoftAcc=0.708859,	AnsLoss=2.781595,	
2020-11-17 14:32:07,307 Epoch[3] Batch [11900]	Speed: 65.49 samples/s ETA: 0 d  3 h 58 m	Data: 0.005 Tran: 0.004 F: 0.026 B: 0.399 O: 0.040 M: 0.014	Train-SoftAcc=0.708971,	AnsLoss=2.781166,	
2020-11-17 14:32:56,472 Epoch[3] Batch [12000]	Speed: 65.09 samples/s ETA: 0 d  3 h 58 m	Data: 0.005 Tran: 0.004 F: 0.026 B: 0.402 O: 0.039 M: 0.014	Train-SoftAcc=0.709067,	AnsLoss=2.780253,	
2020-11-17 14:33:46,568 Epoch[3] Batch [12100]	Speed: 63.88 samples/s ETA: 0 d  4 h  2 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.410 O: 0.040 M: 0.013	Train-SoftAcc=0.709208,	AnsLoss=2.779453,	
2020-11-17 14:34:35,228 Epoch[3] Batch [12200]	Speed: 65.76 samples/s ETA: 0 d  3 h 54 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.396 O: 0.040 M: 0.014	Train-SoftAcc=0.709335,	AnsLoss=2.778347,	
2020-11-17 14:35:24,557 Epoch[3] Batch [12300]	Speed: 64.87 samples/s ETA: 0 d  3 h 57 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.403 O: 0.040 M: 0.014	Train-SoftAcc=0.709419,	AnsLoss=2.778131,	
2020-11-17 14:36:14,271 Epoch[3] Batch [12400]	Speed: 64.37 samples/s ETA: 0 d  3 h 58 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.406 O: 0.040 M: 0.013	Train-SoftAcc=0.709481,	AnsLoss=2.777820,	
2020-11-17 14:37:03,917 Epoch[3] Batch [12500]	Speed: 64.46 samples/s ETA: 0 d  3 h 56 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.406 O: 0.040 M: 0.014	Train-SoftAcc=0.709586,	AnsLoss=2.776678,	
2020-11-17 14:37:53,652 Epoch[3] Batch [12600]	Speed: 64.34 samples/s ETA: 0 d  3 h 56 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.407 O: 0.040 M: 0.014	Train-SoftAcc=0.709625,	AnsLoss=2.776546,	
2020-11-17 14:38:43,920 Epoch[3] Batch [12700]	Speed: 63.66 samples/s ETA: 0 d  3 h 58 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.412 O: 0.040 M: 0.013	Train-SoftAcc=0.709652,	AnsLoss=2.776945,	
2020-11-17 14:39:32,816 Epoch[3] Batch [12800]	Speed: 65.45 samples/s ETA: 0 d  3 h 50 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.399 O: 0.040 M: 0.013	Train-SoftAcc=0.709704,	AnsLoss=2.775840,	
2020-11-17 14:40:22,550 Epoch[3] Batch [12900]	Speed: 64.34 samples/s ETA: 0 d  3 h 54 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.407 O: 0.040 M: 0.013	Train-SoftAcc=0.709766,	AnsLoss=2.775565,	
2020-11-17 14:41:12,501 Epoch[3] Batch [13000]	Speed: 64.06 samples/s ETA: 0 d  3 h 54 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.409 O: 0.040 M: 0.014	Train-SoftAcc=0.709822,	AnsLoss=2.775362,	
2020-11-17 14:42:01,959 Epoch[3] Batch [13100]	Speed: 64.70 samples/s ETA: 0 d  3 h 51 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.404 O: 0.040 M: 0.014	Train-SoftAcc=0.709907,	AnsLoss=2.774520,	
